ted Kingdom
S0115003,P0048,Synthetic fixture product,2,2023-04-30 11:00:00,19.89,SYN0115,Netherlands
S0096008,P0029,Synthetic fixture product,3,2023-04-30 11:00:00,20.44,SYN0096,United Kingdom
S0083003,P0016,Synthetic fixture product,1,2023-04-30 11:00:00,22.94,SYN0083,Netherlands
S0097007,P0030,Synthetic fixture product,3,2023-04-30 11:00:00,14.66,SYN0097,France
S0069007,P0002,Synthetic fixture product,5,2023-04-30 11:00:00,8.71,SYN0069,France
S0096008,P0042,Synthetic fixture product,1,2023-04-30 12:00:00,19.53,SYN0096,United Kingdom
S0097007,P0043,Synthetic fixture product,3,2023-04-30 12:00:00,18.02,SYN0097,France
S0083003,P0029,Synthetic fixture product,4,2023-04-30 12:00:00,23.01,SYN0083,Netherlands
S0006009,P0006,Synthetic fixture product,3,2023-05-01 10:00:00,12.99,SYN0006,Germany
S0111004,P0031,Synthetic fixture product,4,2023-05-01 10:00:00,15.96,SYN0111,Netherlands
S0062015,P0062,Synthetic fixture product,2,2023-05-01 10:00:00,19.14,SYN0062,Germany
S0002011,P0002,Synthetic fixture product,6,2023-05-01 10:00:00,13.62,SYN0002,Germany
S0059003,P0059,Synthetic fixture product,4,2023-05-01 10:00:00,11.63,SYN0059,Netherlands
S0034009,P0034,Synthetic fixture product,3,2023-05-01 10:00:00,5.68,SYN0034,Germany
S0081004,P0001,Synthetic fixture product,4,2023-05-01 10:00:00,18.71,SYN0081,France
S0093015,P0013,Synthetic fixture product,5,2023-05-01 10:00:00,20.9,SYN0093,France
S0111004,P0044,Synthetic fixture product,5,2023-05-01 11:00:00,18.18,SYN0111,Netherlands
S0062015,P0075,Synthetic fixture product,4,2023-05-01 11:00:00,20.65,SYN0062,Germany
S0034009,P0047,Synthetic fixture product,4,2023-05-01 11:00:00,10.79,SYN0034,Germany
S0002011,P0015,Synthetic fixture product,5,2023-05-01 11:00:00,8.77,SYN0002,Germany
S0081004,P0014,Synthetic fixture product,4,2023-05-01 11:00:00,23.07,SYN0081,France
S0059003,P0072,Synthetic fixture product,1,2023-05-01 11:00:00,14.88,SYN0059,Netherlands
S0062015,P0008,Synthetic fixture product,3,2023-05-01 12:00:00,18.75,SYN0062,Germany
S0059003,P0005,Synthetic fixture product,2,2023-05-01 12:00:00,15.19,SYN0059,Netherlands
S0007006,P0007,Synthetic fixture product,5,2023-05-02 10:00:00,13.04,SYN0007,Netherlands
S0004010,P0004,Synthetic fixture product,4,2023-05-02 10:00:00,11.47,SYN0004,United Kingdom
S0058003,P0058,Synthetic fixture product,5,2023-05-02 10:00:00,16.85,SYN0058,Germany
S0099008,P0019,Synthetic fixture product,5,2023-05-02 10:00:00,22.64,SYN0099,Netherlands
S0067008,P0067,Synthetic fixture product,6,2023-05-02 10:00:00,22.51,SYN0067,Netherlands
S0058003,P0071,Synthetic fixture product,2,2023-05-02 11:00:00,14.77,SYN0058,Germany
S0007006,P0020,Synthetic fixture product,4,2023-05-02 11:00:00,16.48,SYN0007,Netherlands
S0099008,P0032,Synthetic fixture product,5,2023-05-02 11:00:00,20.92,SYN0099,Netherlands
S0004010,P0017,Synthetic fixture product,4,2023-05-02 11:00:00,16.76,SYN0004,United Kingdom
S0099008,P0045,Synthetic fixture product,3,2023-05-02 12:00:00,24.89,SYN0099,Netherlands
S0004010,P0030,Synthetic fixture product,6,2023-05-02 12:00:00,14.89,SYN0004,United Kingdom
S0117003,P0037,Synthetic fixture product,5,2023-05-03 10:00:00,16.48,SYN0117,France
S0050004,P0050,Synthetic fixture product,4,2023-05-03 10:00:00,23.18,SYN0050,Germany
S0090003,P0010,Synthetic fixture product,4,2023-05-03 10:00:00,11.6,SYN0090,Germany
S0031012,P0031,Synthetic fixture product,3,2023-05-03 10:00:00,30.64,SYN0031,Netherlands
S0103006,P0023,Synthetic fixture product,6,2023-05-03 10:00:00,12.05,SYN0103,Netherlands
S0018004,P0018,Synthetic fixture product,3,2023-05-03 10:00:00,12.38,SYN0018,Germany
S0017004,P0017,Synthetic fixture product,2,2023-05-03 10:00:00,7.72,SYN0017,France
S0072005,P0072,Synthetic fixture product,6,2023-05-03 10:00:00,8.55,SYN0072,United Kingdom
S0031012,P0044,Synthetic fixture product,1,2023-05-03 11:00:00,16.54,SYN0031,Netherlands
S0018004,P0031,Synthetic fixture product,1,2023-05-03 11:00:00,11.69,SYN0018,Germany
S0072005,P0005,Synthetic fixture product,6,2023-05-03 11:00:00,12.69,SYN0072,United Kingdom
S0103006,P0036,Synthetic fixture product,2,2023-05-03 11:00:00,7.69,SYN0103,Netherlands
S0072005,P0018,Synthetic fixture product,1,2023-05-03 12:00:00,15.22,SYN0072,United Kingdom
S0106005,P0026,Synthetic fixture product,4,2023-05-04 10:00:00,8.77,SYN0106,Germany
S0041007,P0041,Synthetic fixture product,1,2023-05-04 10:00:00,13.03,SYN0041,France
S0033010,P0033,Synthetic fixture product,3,2023-05-04 10:00:00,23.42,SYN0033,France
S0008007,P0008,Synthetic fixture product,6,2023-05-04 10:00:00,20.12,SYN0008,United Kingdom
S0098009,P0018,Synthetic fixture product,5,2023-05-04 10:00:00,16.52,SYN0098,Germany
S0065010,P0065,Synthetic fixture product,2,2023-05-04 10:00:00,29.69,SYN0065,France
S0010007,P0010,Synthetic fixture product,4,2023-05-04 10:00:00,18.27,SYN0010,Germany
S0104006,P0024,Synthetic fixture product,2,2023-05-04 10:00:00,12.1,SYN0104,United Kingdom
S0045004,P0045,Synthetic fixture product,1,2023-05-04 10:00:00,26.34,SYN0045,France
S0082003,P0002,Synthetic fixture product,3,2023-05-04 10:00:00,26.64,SYN0082,Germany
S0000017,P0000,Synthetic fixture product,5,2023-05-04 10:00:00,5.64,SYN0000,United Kingdom
S0000017,P0013,Synthetic fixture product,2,2023-05-04 11:00:00,10.01,SYN0000,United Kingdom
S0082003,P0015,Synthetic fixture product,5,2023-05-04 11:00:00,21.69,SYN0082,Germany
S0104006,P0037,Synthetic fixture product,5,2023-05-04 11:00:00,7.82,SYN0104,United Kingdom
S0045004,P0058,Synthetic fixture product,6,2023-05-04 11:00:00,19.49,SYN0045,France
S0010007,P0023,Synthetic fixture product,3,2023-05-04 11:00:00,15.69,SYN0010,Germany
S0098009,P0031,Synthetic fixture product,4,2023-05-04 11:00:00,27.26,SYN0098,Germany
S0033010,P0046,Synthetic fixture product,3,2023-05-04 11:00:00,30.41,SYN0033,France
S0010007,P0036,Synthetic fixture product,6,2023-05-04 12:00:00,23.33,SYN0010,Germany
S0098009,P0044,Synthetic fixture product,6,2023-05-04 12:00:00,15.49,SYN0098,Germany
S0104006,P0050,Synthetic fixture product,1,2023-05-04 12:00:00,11.31,SYN0104,United Kingdom
S0000017,P0026,Synthetic fixture product,5,2023-05-04 12:00:00,9.55,SYN0000,United Kingdom
CS0106005,P0026,Synthetic fixture return,-1,2023-05-05 00:00:00,12.0,SYN0106,Germany
S0049004,P0049,Synthetic fixture product,4,2023-05-05 10:00:00,17.38,SYN0049,France
S0107005,P0027,Synthetic fixture product,2,2023-05-05 10:00:00,17.87,SYN0107,Netherlands
S0032013,P0032,Synthetic fixture product,5,2023-05-05 10:00:00,19.36,SYN0032,United Kingdom
S0009006,P0009,Synthetic fixture product,1,2023-05-05 10:00:00,22.38,SYN0009,France
S0040006,P0040,Synthetic fixture product,2,2023-05-05 10:00:00,16.11,SYN0040,United Kingdom
S0074006,P0074,Synthetic fixture product,5,2023-05-05 10:00:00,10.87,SYN0074,Germany
S0040006,P0053,Synthetic fixture product,3,2023-05-05 11:00:00,19.11,SYN0040,United Kingdom
S0049004,P0062,Synthetic fixture product,1,2023-05-05 11:00:00,28.19,SYN0049,France
S0074006,P0007,Synthetic fixture product,6,2023-05-05 11:00:00,14.29,SYN0074,Germany
S0107005,P0040,Synthetic fixture product,6,2023-05-05 11:00:00,14.71,SYN0107,Netherlands
S0049004,P0075,Synthetic fixture product,2,2023-05-05 12:00:00,30.42,SYN0049,France
S0074006,P0020,Synthetic fixture product,5,2023-05-05 12:00:00,14.6,SYN0074,Germany
S0109005,P0029,Synthetic fixture product,3,2023-05-06 10:00:00,17.99,SYN0109,France
S0068009,P0068,Synthetic fixture product,4,2023-05-06 10:00:00,8.12,SYN0068,United Kingdom
S0001014,P0001,Synthetic fixture product,6,2023-05-06 10:00:00,9.38,SYN0001,France
S0070007,P0070,Synthetic fixture product,6,2023-05-06 10:00:00,12.85,SYN0070,Germany
S0063014,P0063,Synthetic fixture product,5,2023-05-06 10:00:00,16.0,SYN0063,Netherlands
S0070007,P0003,Synthetic fixture product,4,2023-05-06 11:00:00,8.96,SYN0070,Germany
S0063014,P0076,Synthetic fixture product,1,2023-05-06 11:00:00,17.45,SYN0063,Netherlands
S0068009,P0001,Synthetic fixture product,2,2023-05-06 11:00:00,7.14,SYN0068,United Kingdom
S0070007,P0016,Synthetic fixture product,6,2023-05-06 12:00:00,7.82,SYN0070,Germany
S0063014,P0009,Synthetic fixture product,4,2023-05-06 12:00:00,17.16,SYN0063,Netherlands
S0068009,P0014,Synthetic fixture product,3,2023-05-06 12:00:00,9.68,SYN0068,United Kingdom
S0112004,P0032,Synthetic fixture product,3,2023-05-07 10:00:00,21.87,SYN0112,United Kingdom
S0100007,P0020,Synthetic fixture product,3,2023-05-07 10:00:00,22.7,SYN0100,United Kingdom
S0035008,P0035,Synthetic fixture product,3,2023-05-07 10:00:00,11.58,SYN0035,Netherlands
S0014004,P0014,Synthetic fixture product,1,2023-05-07 10:00:00,27.33,SYN0014,Germany
S0005009,P0005,Synthetic fixture product,3,2023-05-07 10:00:00,14.55,SYN0005,France
S0078005,P0078,Synthetic fixture product,1,2023-05-07 10:00:00,25.13,SYN0078,Germany
S0094014,P0014,Synthetic fixture product,3,2023-05-07 10:00:00,23.78,SYN0094,Germany
S0064011,P0064,Synthetic fixture product,2,2023-05-07 10:00:00,21.15,SYN0064,United Kingdom
S0091003,P0011,Synthetic fixture product,2,2023-05-07 10:00:00,17.24,SYN0091,Netherlands
S0005009,P0018,Synthetic fixture product,4,2023-05-07 11:00:00,11.63,SYN0005,France
S0112004,P0045,Synthetic fixture product,2,2023-05-07 11:00:00,24.62,SYN0112,United Kingdom
S0091003,P0024,Synthetic fixture product,6,2023-05-07 11:00:00,13.37,SYN0091,Netherlands
S0035008,P0048,Synthetic fixture product,6,2023-05-07 11:00:00,7.2,SYN0035,Netherlands
S0100007,P0033,Synthetic fixture product,3,2023-05-07 11:00:00,27.3,SYN0100,United Kingdom
S0078005,P0011,Synthetic fixture product,5,2023-05-07 11:00:00,15.31,SYN0078,Germany
S0005009,P0031,Synthetic fixture product,1,2023-05-07 12:00:00,15.5,SYN0005,France
S0100007,P0046,Synthetic fixture product,2,2023-05-07 12:00:00,27.71,SYN0100,United Kingdom
S0078005,P0024,Synthetic fixture product,6,2023-05-07 12:00:00,16.51,SYN0078,Germany
S0112004,P0058,Synthetic fixture product,5,2023-05-07 12:00:00,17.66,SYN0112,United Kingdom
S0036009,P0036,Synthetic fixture product,1,2023-05-08 10:00:00,9.05,SYN0036,United Kingdom
S0062016,P0062,Synthetic fixture product,3,2023-05-08 10:00:00,19.05,SYN0062,Germany
S0054004,P0054,Synthetic fixture product,4,2023-05-08 10:00:00,11.97,SYN0054,Germany
S0073006,P0073,Synthetic fixture product,4,2023-05-08 10:00:00,13.1,SYN0073,France
S0066011,P0066,Synthetic fixture product,5,2023-05-08 10:00:00,24.64,SYN0066,Germany
S0093016,P0013,Synthetic fixture product,2,2023-05-08 10:00:00,17.14,SYN0093,France
S0044006,P0044,Synthetic fixture product,4,2023-05-08 10:00:00,13.55,SYN0044,United Kingdom
S0054004,P0067,Synthetic fixture product,4,2023-05-08 11:00:00,8.89,SYN0054,Germany
S0093016,P0026,Synthetic fixture product,1,2023-05-08 11:00:00,21.22,SYN0093,France
S0066011,P0079,Synthetic fixture product,5,2023-05-08 11:00:00,22.13,SYN0066,Germany
S0044006,P0057,Synthetic fixture product,6,2023-05-08 11:00:00,21.92,SYN0044,United Kingdom
S0073006,P0006,Synthetic fixture product,4,2023-05-08 11:00:00,15.98,SYN0073,France
S0066011,P0012,Synthetic fixture product,4,2023-05-08 12:00:00,29.19,SYN0066,Germany
S0044006,P0070,Synthetic fixture product,2,2023-05-08 12:00:00,23.27,SYN0044,United Kingdom
S0095011,P0015,Synthetic fixture product,3,2023-05-09 10:00:00,24.32,SYN0095,Netherlands
S0114003,P0034,Synthetic fixture product,3,2023-05-09 10:00:00,22.22,SYN0114,Germany
S0037008,P0037,Synthetic fixture product,2,2023-05-09 10:00:00,8.73,SYN0037,France
S0076006,P0076,Synthetic fixture product,3,2023-05-09 10:00:00,14.28,SYN0076,United Kingdom
S0088003,P0008,Synthetic fixture product,5,2023-05-09 10:00:00,8.04,SYN0088,United Kingdom
S0003009,P0003,Synthetic fixture product,2,2023-05-09 10:00:00,13.17,SYN0003,Netherlands
S0076006,P0009,Synthetic fixture product,5,2023-05-09 11:00:00,14.03,SYN0076,United Kingdom
S0095011,P0028,Synthetic fixture product,3,2023-05-09 11:00:00,19.68,SYN0095,Netherlands
S0088003,P0021,Synthetic fixture product,4,2023-05-09 11:00:00,13.66,SYN0088,United Kingdom
S0002012,P0002,Synthetic fixture product,5,2023-05-10 10:00:00,7.67,SYN0002,Germany
S0096009,P0016,Synthetic fixture product,5,2023-05-10 10:00:00,14.77,SYN0096,United Kingdom
S0101008,P0021,Synthetic fixture product,3,2023-05-10 10:00:00,27.48,SYN0101,France
S0031013,P0031,Synthetic fixture product,1,2023-05-10 10:00:00,28.14,SYN0031,Netherlands
S0020004,P0020,Synthetic fixture product,6,2023-05-10 10:00:00,10.76,SYN0020,United Kingdom
S0101008,P0034,Synthetic fixture product,1,2023-05-10 11:00:00,21.71,SYN0101,France
S0031013,P0044,Synthetic fixture product,1,2023-05-10 11:00:00,24.34,SYN0031,Netherlands
S0002012,P0015,Synthetic fixture product,4,2023-05-10 11:00:00,11.31,SYN0002,Germany
S0002012,P0028,Synthetic fixture product,2,2023-05-10 12:00:00,10.95,SYN0002,Germany
S0031013,P0057,Synthetic fixture product,1,2023-05-10 12:00:00,25.12,SYN0031,Netherlands
S0043005,P0043,Synthetic fixture product,5,2023-05-11 10:00:00,21.21,SYN0043,Netherlands
S0042006,P0042,Synthetic fixture product,6,2023-05-11 10:00:00,21.01,SYN0042,Germany
S0000018,P0000,Synthetic fixture product,4,2023-05-11 10:00:00,9.97,SYN0000,United Kingdom
S0015005,P0015,Synthetic fixture product,3,2023-05-11 10:00:00,30.19,SYN0015,Netherlands
S0097008,P0017,Synthetic fixture product,5,2023-05-11 10:00:00,23.12,SYN0097,France
S0039008,P0039,Synthetic fixture product,2,2023-05-11 10:00:00,17.66,SYN0039,Netherlands
S0034010,P0034,Synthetic fixture product,4,2023-05-11 10:00:00,5.82,SYN0034,Germany
S0102007,P0022,Synthetic fixture product,6,2023-05-11 10:00:00,9.33,SYN0102,Germany
S0034010,P0047,Synthetic fixture product,2,2023-05-11 11:00:00,6.21,SYN0034,Germany
S0039008,P0052,Synthetic fixture product,4,2023-05-11 11:00:00,13.94,SYN0039,Netherlands
S0015005,P0028,Synthetic fixture product,6,2023-05-11 11:00:00,30.15,SYN0015,Netherlands
S0102007,P0035,Synthetic fixture product,1,2023-05-11 11:00:00,8.4,SYN0102,Germany
S0034010,P0060,Synthetic fixture product,5,2023-05-11 12:00:00,7.13,SYN0034,Germany
S0015005,P0041,Synthetic fixture product,6,2023-05-11 12:00:00,19.2,SYN0015,Netherlands
S0039008,P0065,Synthetic fixture product,6,2023-05-11 12:00:00,14.95,SYN0039,Netherlands
S0105006,P0025,Synthetic fixture product,2,2023-05-12 10:00:00,13.28,SYN0105,France
CS0105006,P0025,Synthetic fixture return,-1,2023-05-13 00:00:00,11.0,SYN0105,France
S0033011,P0033,Synthetic fixture product,1,2023-05-13 10:00:00,25.71,SYN0033,France
S0032014,P0032,Synthetic fixture product,1,2023-05-13 10:00:00,26.73,SYN0032,United Kingdom
S0038007,P0038,Synthetic fixture product,4,2023-05-13 10:00:00,11.8,SYN0038,Germany
S0004011,P0004,Synthetic fixture product,3,2023-05-13 10:00:00,14.18,SYN0004,United Kingdom
S0056003,P0056,Synthetic fixture product,2,2023-05-13 10:00:00,9.49,SYN0056,United Kingdom
S0032014,P0045,Synthetic fixture product,1,2023-05-13 11:00:00,25.75,SYN0032,United Kingdom
S0056003,P0069,Synthetic fixture product,4,2023-05-13 11:00:00,9.82,SYN0056,United Kingdom
S0033011,P0046,Synthetic fixture product,3,2023-05-13 11:00:00,26.77,SYN0033,France
S0033011,P0059,Synthetic fixture product,1,2023-05-13 12:00:00,25.45,SYN0033,France
S0056003,P0002,Synthetic fixture product,1,2023-05-13 12:00:00,9.75,SYN0056,United Kingdom
S0001015,P0001,Synthetic fixture product,2,2023-05-14 10:00:00,10.48,SYN0001,France
S0069008,P0069,Synthetic fixture product,1,2023-05-14 10:00:00,9.29,SYN0069,France
S0067009,P0067,Synthetic fixture product,3,2023-05-14 10:00:00,19.83,SYN0067,Netherlands
S0006010,P0006,Synthetic fixture product,2,2023-05-14 10:00:00,18.71,SYN0006,Germany
S0065011,P0065,Synthetic fixture product,2,2023-05-14 10:00:00,17.37,SYN0065,France
S0063015,P0063,Synthetic fixture product,2,2023-05-14 10:00:00,23.18,SYN0063,Netherlands
S0023003,P0023,Synthetic fixture product,3,2023-05-14 10:00:00,17.12,SYN0023,Netherlands
S0057004,P0057,Synthetic fixture product,4,2023-05-14 10:00:00,14.57,SYN0057,France
S0069008,P0002,Synthetic fixture product,3,2023-05-14 11:00:00,6.5,SYN0069,France
S0065011,P0078,Synthetic fixture product,6,2023-05-14 11:00:00,20.77,SYN0065,France
S0023003,P0036,Synthetic fixture product,4,2023-05-14 11:00:00,18.57,SYN0023,Netherlands
S0057004,P0070,Synthetic fixture product,3,2023-05-14 11:00:00,19.27,SYN0057,France
S0001015,P0014,Synthetic fixture product,2,2023-05-14 11:00:00,8.1,SYN0001,France
S0006010,P0019,Synthetic fixture product,2,2023-05-14 11:00:00,17.07,SYN0006,Germany
S0067009,P0000,Synthetic fixture product,4,2023-05-14 11:00:00,22.8,SYN0067,Netherlands
S0069008,P0015,Synthetic fixture product,2,2023-05-14 12:00:00,10.65,SYN0069,France
S0023003,P0049,Synthetic fixture product,5,2023-05-14 12:00:00,10.89,SYN0023,Netherlands
S0025003,P0025,Synthetic fixture product,4,2023-05-15 10:00:00,21.38,SYN0025,France
S0108006,P0028,Synthetic fixture product,3,2023-05-15 10:00:00,11.8,SYN0108,United Kingdom
S0048005,P0048,Synthetic fixture product,2,2023-05-15 10:00:00,29.73,SYN0048,United Kingdom
S0062017,P0062,Synthetic fixture product,4,2023-05-15 10:00:00,24.3,SYN0062,Germany
S0060003,P0060,Synthetic fixture product,3,2023-05-15 10:00:00,16.95,SYN0060,United Kingdom
S0071008,P0071,Synthetic fixture product,1,2023-05-15 10:00:00,14.3,SYN0071,Netherlands
S0094015,P0014,Synthetic fixture product,4,2023-05-15 10:00:00,15.41,SYN0094,Germany
S0093017,P0013,Synthetic fixture product,2,2023-05-15 10:00:00,18.01,SYN0093,France
S0099009,P0019,Synthetic fixture product,4,2023-05-15 10:00:00,26.89,SYN0099,Netherlands
S0113004,P0033,Synthetic fixture product,2,2023-05-15 10:00:00,21.13,SYN0113,France
S0094015,P0027,Synthetic fixture product,6,2023-05-15 11:00:00,15.25,SYN0094,Germany
S0025003,P0038,Synthetic fixture product,4,2023-05-15 11:00:00,16.36,SYN0025,France
S0093017,P0026,Synthetic fixture product,4,2023-05-15 11:00:00,18.83,SYN0093,France
S0048005,P0061,Synthetic fixture product,1,2023-05-15 11:00:00,23.19,SYN0048,United Kingdom
S0071008,P0004,Synthetic fixture product,6,2023-05-15 11:00:00,13.09,SYN0071,Netherlands
S0062017,P0075,Synthetic fixture product,3,2023-05-15 11:00:00,25.7,SYN0062,Germany
S0048005,P0074,Synthetic fixture product,3,2023-05-15 12:00:00,25.47,SYN0048,United Kingdom
S0093017,P0039,Synthetic fixture product,5,2023-05-15 12:00:00,18.76,SYN0093,France
S0098010,P0018,Synthetic fixture product,3,2023-05-16 10:00:00,16.13,SYN0098,Germany
S0047005,P0047,Synthetic fixture product,4,2023-05-16 10:00:00,22.98,SYN0047,Netherlands
S0007007,P0007,Synthetic fixture product,2,2023-05-16 10:00:00,19.42,SYN0007,Netherlands
S0079005,P0079,Synthetic fixture product,6,2023-05-16 10:00:00,17.1,SYN0079,Netherlands
S0051005,P0051,Synthetic fixture product,5,2023-05-16 10:00:00,10.5,SYN0051,Netherlands
S0011007,P0011,Synthetic fixture product,6,2023-05-16 10:00:00,13.84,SYN0011,Netherlands
S0012005,P0012,Synthetic fixture product,6,2023-05-16 10:00:00,20.22,SYN0012,United Kingdom
S0024004,P0024,Synthetic fixture product,2,2023-05-16 10:00:00,14.29,SYN0024,United Kingdom
S0064012,P0064,Synthetic fixture product,6,2023-05-16 10:00:00,27.45,SYN0064,United Kingdom
S0077006,P0077,Synthetic fixture product,1,2023-05-16 10:00:00,19.31,SYN0077,France
S0016005,P0016,Synthetic fixture product,1,2023-05-16 10:00:00,18.48,SYN0016,United Kingdom
S0022004,P0022,Synthetic fixture product,6,2023-05-16 10:00:00,9.71,SYN0022,Germany
S0007007,P0020,Synthetic fixture product,4,2023-05-16 11:00:00,10.55,SYN0007,Netherlands
S0047005,P0060,Synthetic fixture product,2,2023-05-16 11:00:00,27.66,SYN0047,Netherlands
S0022004,P0035,Synthetic fixture product,3,2023-05-16 11:00:00,14.5,SYN0022,Germany
S0051005,P0064,Synthetic fixture product,6,2023-05-16 11:00:00,10.73,SYN0051,Netherlands
